업소명,소재지,영업장면적,전화번호,업태명,데이터기준일자
미친부엌,제주특별자치도 제주시 탑동로 15,261.56,064-721-6382,일식,2021-02-23
바삭한하루,제주특별자치도 제주시 박성내서길 10,83.67,,일식,2021-02-23
방모루,제주특별자치도 제주시 조천읍 북촌7길 37,216.04,,일식,2021-02-23
벨아벨카페,제주특별자치도 제주시 공항로 2,201.68,,일식,2021-02-23
봉개소라횟집,제주특별자치도 제주시 봉개대동8길 9,180,,일식,2021-02-23
북촌자연산횟집,제주특별자치도 제주시 조천읍 북촌13길 24-1,15.5,,일식,2021-02-23
비양도,제주특별자치도 제주시 한림읍 한림로 167,178.71,,일식,2021-02-23
빗소리,제주특별자치도 제주시 구좌읍 김녕로 151,19.8,,일식,2021-02-23
사라(한일식당),제주특별자치도 제주시 중앙로 151 ,562.27,064-753-6151,일식,2021-02-23
사부작10,제주특별자치도 제주시 한림읍 금능5길 21,53.55,,일식,2021-02-23
산지해장국,제주특별자치도 제주시 임항로 34,139.3,064-723-9478,일식,2021-02-23
삼바리회센타,제주특별자치도 제주시 도남로7길 35 ,48.74,064-758-8883,일식,2021-02-23
삼정국수,제주특별자치도 제주시 한림읍 한림로 662-1,33,,일식,2021-02-23
새우동,제주특별자치도 제주시 중앙로 237,64.54,,일식,2021-02-23
새우조나단,제주특별자치도 제주시 조천읍 조함해안로 490,101.08,064-783-0007,일식,2021-02-23
생생돈까스노형점,제주특별자치도 제주시 월랑로 9 ,58.78,,일식,2021-02-23
서쪽밤,제주특별자치도 제주시 한림읍 한림로 336,51,064-796-8158,일식,2021-02-23
석양,제주특별자치도 제주시 구좌읍 하도1길 37,49.08,,일식,2021-02-23
세이슌제대점,제주특별자치도 제주시 제주대학로 102,312,064-7532-006,일식,2021-02-23
세화야,제주특별자치도 제주시 구좌읍 세평항로 38,131.05,,일식,2021-02-23
소길역,제주특별자치도 제주시 애월읍 소길2길 53,39.69,,일식,2021-02-23
소라횟집1호점,제주특별자치도 제주시 서부두길 18 ,165,064-757-9953,일식,2021-02-23
솔참치,제주특별자치도 제주시 연동8길 32 ,76.49,064-747-7447,일식,2021-02-23
송촌초밥,제주특별자치도 제주시 태성로4길 1 ,199.14,064-724-6768,일식,2021-02-23
수바루,제주특별자치도 제주시 우령2길 19-1,60,064-712-0078,일식,2021-02-23
수제요리안트레,제주특별자치도 제주시 서해안로 204,40,,일식,2021-02-23
순조은참치,제주특별자치도 제주시 고마로 148 ,197.09,064-727-3777,일식,2021-02-23
쉐프의스시이야기,제주특별자치도 제주시 신광로 36 ,144,064-745-7785,일식,2021-02-23
슌앤스시,제주특별자치도 제주시 수덕로 4,46.23,064-742-0620,일식,2021-02-23
스시가,제주특별자치도 제주시 중앙로 501,282.5,064-711-0406,일식,2021-02-23
스시걸,제주특별자치도 제주시 한림읍 한림로 491,132.82,,일식,2021-02-23
스시나미,제주특별자치도 제주시 승천로 81,174.4,064-726-8333,일식,2021-02-23
스시마씸삼화점,제주특별자치도 제주시 삼봉로 39,98.25,,일식,2021-02-23
스시마씸월정점,제주특별자치도 제주시 구좌읍 월정3길 50,51.25,,일식,2021-02-23
스시성,제주특별자치도 제주시 연북로 34,171.6,064-748-8400,일식,2021-02-23
스시애월,제주특별자치도 제주시 애월읍 애월로9길 50-3,36.4,064-799-5797,일식,2021-02-23
스시앤,제주특별자치도 제주시 고산동산5길 21-1,103.2,064-726-9696,일식,2021-02-23
스시앤정,제주특별자치도 제주시 진군2길 5,84.76,,일식,2021-02-23
스시야,제주특별자치도 제주시 수덕9길 85-5,124.76,064-747-0112,일식,2021-02-23
스시오타루,제주특별자치도 제주시 인다2길 30,59.04,,일식,2021-02-23
스시우다,제주특별자치도 제주시 용마로 30,74.1,064-742-1588,일식,2021-02-23
스시테이,제주특별자치도 제주시 신설로6길 2-11,62,,일식,2021-02-23
스시호시카이,제주특별자치도 제주시 오남로 90 ,140.56,,일식,2021-02-23
스시혼,제주특별자치도 제주시 1100로 3191,55.2,064-742-7006,일식,2021-02-23
스시회관,제주특별자치도 제주시 한경면 연명로 8,77.22,064-772-1300,일식,2021-02-23
시장초밥,제주특별자치도 제주시 우령6길 3-17,75,,일식,2021-02-23
신이내린닭탑동점,제주특별자치도 제주시 중앙로3길 4,99.56,,일식,2021-02-23
신제주그랜드,제주특별자치도 제주시 신대로 70 ,289.8,064-712-2324,일식,2021-02-23
신촌어랭이,제주특별자치도 제주시 조천읍 신촌3길 3-1,58.41,064-783-7114,일식,2021-02-23
싱싱쌈촌,제주특별자치도 제주시 정원로 49,142.99,064-747-3615,일식,2021-02-23
싱싱초밥동문점,제주특별자치도 제주시 동문로 49,39,064-757-8878,일식,2021-02-23
써니꼬마김밥용담점,제주특별자치도 제주시 용담로 58-1 ,21.6,,일식,2021-02-23
아란어가,제주특별자치도 제주시 아란9길 14,132,064-759-8825,일식,2021-02-23
아랑줍서,제주특별자치도 제주시 서사로8길 1,40.74,,일식,2021-02-23
아사히,제주특별자치도 제주시 과원북4길 85 ,305.96,064-742-3430,일식,2021-02-23
아카렌가,제주특별자치도 제주시 한림읍 한림중앙로 32,115,,일식,2021-02-23
앙뚜아네트용담점,제주특별자치도 제주시 서해안로 671,187.46,064-713-2220,일식,2021-02-23
애월연어,제주특별자치도 제주시 애월읍 하소로 660,102.86,,일식,2021-02-23
야끼니꾸호타루,제주특별자치도 제주시 과원북4길 17,154,064-711-0747,일식,2021-02-23
어가,제주특별자치도 제주시 1100로 3213-8,367.88,064-749-0081,일식,2021-02-23
어부도,제주특별자치도 제주시 남광북1길 37 ,98.04,064-757-8885,일식,2021-02-23
어쇼일식,제주특별자치도 제주시 복지로북길 22,182.55,064-702-4567,일식,2021-02-23
어해촌,제주특별자치도 제주시 우도면 우도로 86,63.49,064-783-0243,일식,2021-02-23
엘픽,제주특별자치도 제주시 신설로5길 5-10,81.4,064-724-2480,일식,2021-02-23
오늘김밥,제주특별자치도 제주시 신대로 131,39.77,,일식,2021-02-23
오마카세요리쇼고,제주특별자치도 제주시 인다13길 39,70.81,064-755-7585,일식,2021-02-23
오사카키친,제주특별자치도 제주시 1100로 3228,129.84,064-713-3636,일식,2021-02-23
오사카키친2,제주특별자치도 제주시 1100로 3228,64,,일식,2021-02-23
오젠,제주특별자치도 제주시 고마로 123,66.58,064-900-4667,일식,2021-02-23
오조,제주특별자치도 제주시 애월읍 하귀9길 34,93.68,064-749-7490,일식,2021-02-23
오키나와,제주특별자치도 제주시 진군중길 2 ,114.82,064-743-0072,일식,2021-02-23
오키니,제주특별자치도 제주시 연화로2길 8,40.96,,일식,2021-02-23
외도조개구이,제주특별자치도 제주시 우령2길 29-5,85.57,064-744-0087,일식,2021-02-23
요시노,제주특별자치도 제주시 애월읍 고성남서길 7,87.1,064-799-2382,일식,2021-02-23
용초밥,제주특별자치도 제주시 신선동길 19-1,48.87,064-721-4430,일식,2021-02-23
우도148,제주특별자치도 제주시 우도면 우도로 148,49.5,,일식,2021-02-23
우도스토리,제주특별자치도 제주시 신대로16길 24,0,064-748-5740,일식,2021-02-23
우도회초밥,제주특별자치도 제주시 우도면 우도해안길 336,49.5,,일식,2021-02-23
우림,제주특별자치도 제주시 도령로 28-2 ,271,064-748-0748,일식,2021-02-23
우수미회센타,제주특별자치도 제주시 연화로2길 24-1,57.7,,일식,2021-02-23
월령작야,제주특별자치도 제주시 한림읍 월령3길 39-5,109.16,,일식,2021-02-23
유메야마,제주특별자치도 제주시 노연로 12,927,064-795-6336,일식,2021-02-23
유진이네회초밥,제주특별자치도 제주시 삼무로 16,185.54,064-745-1117,일식,2021-02-23
은영수산,제주특별자치도 제주시 금산5길 15 ,33.29,064-755-6411,일식,2021-02-23
이노우에스시,제주특별자치도 제주시 과원로 78-1 ,51.35,064-712-6678,일식,2021-02-23
이스방한상,제주특별자치도 제주시 흥운길 87,76.44,,일식,2021-02-23
이학,제주특별자치도 제주시 남성로 113 ,91.86,064-753-2487,일식,2021-02-23
잇칸시타,제주특별자치도 제주시 애월읍 신엄안2길 54-1,225.96,,일식,2021-02-23
장똘뱅이,제주특별자치도 제주시 신광로6길 25,42.36,,일식,2021-02-23
정든집,제주특별자치도 제주시 다랑곶길 15,63.6,064-901-8500,일식,2021-02-23
제주달,제주특별자치도 제주시 애월읍 가문동길 27-8,18.72,,일식,2021-02-23
제주돈아도두점,제주특별자치도 제주시 서해안로 272 ,223.68,064-713-0100,일식,2021-02-23
제주보따리,제주특별자치도 제주시 동문로4길 9,24,,일식,2021-02-23
제주산책,제주특별자치도 제주시 한림읍 한림로 698,89.1,,일식,2021-02-23
제주앤스시,제주특별자치도 제주시 고산동산5길 3-4,210.72,,일식,2021-02-23
제주어촌,제주특별자치도 제주시 조천읍 조함해안로 518 ,176.58,064-782-8090,일식,2021-02-23
제주오마카세,제주특별자치도 제주시 테우해안로 106,56.34,,일식,2021-02-23
제주초밥,제주특별자치도 제주시 신형로 19,69.3,,일식,2021-02-23
주영,제주특별자치도 제주시 신설로11길 13,72.75,,일식,2021-02-23
진낙지앤,제주특별자치도 제주시 연화로2길 31 ,106.21,064-747-3007,일식,2021-02-23
징크스시,제주특별자치도 제주시 애월읍 일주서로 7021,45.45,,일식,2021-02-23
차귀도놀빛바다,제주특별자치도 제주시 한경면 노을해안로 1142,248.51,064-773-1727,일식,2021-02-23
차차,제주특별자치도 제주시 원노형6길 29,76.14,,일식,2021-02-23
착한스시,제주특별자치도 제주시 한림읍 협재2길 18,108.18,064-796-2993,일식,2021-02-23
참치향,제주특별자치도 제주시 연북로 20,149.87,,일식,2021-02-23
청정식당,제주특별자치도 제주시 천수로6길 29,92.4,064-757-7156,일식,2021-02-23
카츠야미,제주특별자치도 제주시 도령로 73,63.27,064-743-7373,일식,2021-02-23
커플하우스,제주특별자치도 제주시 연수로5길 14,62,,일식,2021-02-23
쿠로,제주특별자치도 제주시 인다8길 29,91.5,,일식,2021-02-23
털보산해,제주특별자치도 제주시 은남4길 29 ,153.76,064-742-4441,일식,2021-02-23
토리고야일도점,제주특별자치도 제주시 고마로 115,189,064-752-1027,일식,2021-02-23
토리고야제주시청점,제주특별자치도 제주시 신성로13길 21,149.41,064-723-1027,일식,2021-02-23
토속음식한고집,제주특별자치도 제주시 조천읍 조함해안로 488-5,68.72,,일식,2021-02-23
포구횟집,제주특별자치도 제주시 애월읍 가문동길 43,128.82,,일식,2021-02-23
하나미,제주특별자치도 제주시 다랑곶6길 28,107.71,064-742-7788,일식,2021-02-23
한림바다생태체험마을,제주특별자치도 제주시 한림읍 한림해안로 200,400.95,064-796-1817,일식,2021-02-23
한수위수목원점,제주특별자치도 제주시 은수길 65,432,064-749-3373,일식,2021-02-23
한수풀횟집,제주특별자치도 제주시 한림읍 한림해안로 112,133.63,064-796-6677,일식,2021-02-23
함덕술집김씨술생활,제주특별자치도 제주시 조천읍 함덕19길 7,103.5,,일식,2021-02-23
함덕포차,제주특별자치도 제주시 조천읍 함덕13길 5,177.26,,일식,2021-02-23
해루,제주특별자치도 제주시 지석12길 14,55,064-758-7586,일식,2021-02-23
해맞이횟집,제주특별자치도 제주시 구좌읍 해맞이해안로 54,76.3,064-782-6633,일식,2021-02-23
해모둠,제주특별자치도 제주시 청귤로3길 53 ,192.72,064-758-3620,일식,2021-02-23
해미,제주특별자치도 제주시 정든로 33 ,109.82,064-758-0731,일식,2021-02-23
해상,제주특별자치도 제주시 연삼로 507 ,124.45,064-756-0250,일식,2021-02-23
해어랑,제주특별자치도 제주시 조천읍 조함해안로 525 ,217.61,064-784-8828,일식,2021-02-23
향우본가제주점,제주특별자치도 제주시 오현길 2 ,25,064-723-9334,일식,2021-02-23
향토맛집탐나도,제주특별자치도 제주시 연신로 87-6 ,98.64,064-752-8800,일식,2021-02-23
협재술집김씨술생활,제주특별자치도 제주시 한림읍 한림로 406,84.69,,일식,2021-02-23
형제카츠,제주특별자치도 제주시 인다2길 20 ,79.2,,일식,2021-02-23
혼참치,제주특별자치도 제주시 오복4길 3,270.9,064-722-4784,일식,2021-02-23
홈팝참치제주연동점,제주특별자치도 제주시 성신로1길 23,51.2,,일식,2021-02-23
홋카이도,제주특별자치도 제주시 노연로 42,354.27,064-747-4343,일식,2021-02-23
황금손가락,제주특별자치도 제주시 1100로 2961,129.24,,일식,2021-02-23
황금손가락이도점,제주특별자치도 제주시 구남동1길 44 ,122,,일식,2021-02-23
황금손가락한림점,제주특별자치도 제주시 한림읍 한림해안로 275,277.61,,일식,2021-02-23
황금어가,제주특별자치도 제주시 복지로5길 11,382.11,,일식,2021-02-23
회사가는날,제주특별자치도 제주시 성신로1길 25,73.14,,일식,2021-02-23
회심,제주특별자치도 제주시 아봉로 200,81.1,,일식,2021-02-23
(주)제주피슈마라홍탕,제주특별자치도 제주시 중앙로 230,183.53,064-755-8288,외국음식전문점(인도.태국등),2021-02-23
감귤서점과식당바이레시피팩토리,제주특별자치도 제주시 구좌읍 월정1길 57-1,36.36,,외국음식전문점(인도.태국등),2021-02-23
담백,제주특별자치도 제주시 구좌읍 해맞이해안로 518,56.7,,외국음식전문점(인도.태국등),2021-02-23
마리오빠케밥,제주특별자치도 제주시 한림읍 한림해안로 538,37.45,,외국음식전문점(인도.태국등),2021-02-23
마운트에베레스트,제주특별자치도 제주시 중앙로7길 9,186.19,,외국음식전문점(인도.태국등),2021-02-23
마초그릴,제주특별자치도 제주시 중앙로 39,179.71,,외국음식전문점(인도.태국등),2021-02-23
미미이자카야,제주특별자치도 제주시 우정로11길 5,73.8,,외국음식전문점(인도.태국등),2021-02-23
미화식탁,제주특별자치도 제주시 전농로 75-1,56.73,,외국음식전문점(인도.태국등),2021-02-23
민타이,제주특별자치도 제주시 노형11길 16,70,064-713-1315,외국음식전문점(인도.태국등),2021-02-23
베트남쌀국수,제주특별자치도 제주시 애월읍 광령중길 133-2,82.02,,외국음식전문점(인도.태국등),2021-02-23
블루카멜,제주특별자치도 제주시 구좌읍 평대13길 44,130.71,,외국음식전문점(인도.태국등),2021-02-23
삐꼴라쿠치나,제주특별자치도 제주시 애월읍 하소로 769-58,108.65,,외국음식전문점(인도.태국등),2021-02-23
세러데이아일랜드,제주특별자치도 제주시 구좌읍 평대7길 51,115.2,,외국음식전문점(인도.태국등),2021-02-23
스리제주푸드,제주특별자치도 제주시 중앙로 120,95.3,,외국음식전문점(인도.태국등),2021-02-23
에머이제주점,제주특별자치도 제주시 인다3길 8-2,89.63,,외국음식전문점(인도.태국등),2021-02-23
